SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Contaminated soil,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Green Materials,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Inert,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Tires,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Agricultural,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Ash,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Tires,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0004,Independence Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,36.7884,-118.17586,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Agricultural,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Other designated,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Asbestos,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Contaminated soil,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0005,Bishop Sunland Solid Waste Site,Solid Waste Landfill,Ash,No,Active,Permitted,Disposal Only,37.32961,-118.40007,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0067,North Belridge Landfill,Solid Waste Landfill,Asbestos,No,Closed,Permitted,Disposal Only,35.52613,-119.78603,Peter Jan,No,Closed,Permitted,Disposal,Solid Waste Facility
15-AA-0067,North Belridge Landfill,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,35.52613,-119.78603,Peter Jan,No,Closed,Permitted,Disposal,Solid Waste Facility
15-AA-0067,North Belridge Landfill,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,35.52613,-119.78603,Peter Jan,No,Closed,Permitted,Disposal,Solid Waste Facility
19-AA-0820,Lopez Canyon Sanitary Landfill,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,34.29371,-118.39155,Peter Jan,No,Closed,Permitted,Disposal,Solid Waste Facility
23-AA-0018,South Coast Solid Waste Site,Solid Waste Landfill,Mixed municipal,No,Inactive,Permitted,Disposal Only,38.83045,-123.5432,Christine Karl,No,Inactive,Permitted,Disposal,Solid Waste Facility
23-AA-0018,South Coast Solid Waste Site,Solid Waste Landfill,Construction/demolition,No,Inactive,Permitted,Disposal Only,38.83045,-123.5432,Christine Karl,No,Inactive,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Inert,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Manure,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0012,Scholl Canyon Landfill,Solid Waste Landfill,Tires,No,Active,Permitted,Disposal Only,34.1575,-118.19556,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Agricultural,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
30-AB-0018,Santiago Canyon Sanitary Landfill,Solid Waste Landfill,Other designated,No,Closed,Permitted,Disposal Only,33.77639,-117.74111,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Industrial,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
28-AA-0002,Clover Flat Resource Recovery Park,Solid Waste Landfill,Tires,No,Active,Permitted,Both Disposal and Non-Disposal,38.584,-122.534,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Agricultural,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Asbestos,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,Tires,No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
10-AA-0009,American Avenue Disposal Site,Solid Waste Landfill,"Tires, Shreds",No,Active,Permitted,Disposal Only,36.66794,-120.13232,Kate Whitney,No,Active,Permitted,Disposal,Solid Waste Facility
44-AA-0002,City Of Watsonville Landfill,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,36.914,-121.824,Lisa McAlpine,No,Active,Permitted,Disposal,Solid Waste Facility
44-AA-0002,City Of Watsonville Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,36.914,-121.824,Lisa McAlpine,No,Active,Permitted,Disposal,Solid Waste Facility
44-AA-0002,City Of Watsonville Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,36.914,-121.824,Lisa McAlpine,No,Active,Permitted,Disposal,Solid Waste Facility
44-AA-0002,City Of Watsonville Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,36.914,-121.824,Lisa McAlpine,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Contaminated soil,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Industrial,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Inert,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
40-AA-0004,"Cold Canyon Landfill, Inc.",Solid Waste Landfill,Tires,No,Active,Permitted,Both Disposal and Non-Disposal,35.1873,-120.59579,Candice Houghton,No,Active,Permitted,Disposal,Solid Waste Facility
43-AN-0001,Zanker Material Processing Facility,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,37.43615,-121.95122,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
43-AN-0001,Zanker Material Processing Facility,Solid Waste Landfill,Other designated,No,Active,Permitted,Both Disposal and Non-Disposal,37.43615,-121.95122,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
47-AA-0002,Yreka Solid Waste Landfill,Solid Waste Landfill,Construction/demolition,No,Inactive,Permitted,Disposal Only,41.70031,-122.59772,Margaret Comotto,No,Inactive,Permitted,Disposal,Solid Waste Facility
47-AA-0002,Yreka Solid Waste Landfill,Solid Waste Landfill,Mixed municipal,No,Inactive,Permitted,Disposal Only,41.70031,-122.59772,Margaret Comotto,No,Inactive,Permitted,Disposal,Solid Waste Facility
47-AA-0002,Yreka Solid Waste Landfill,Solid Waste Landfill,Tires,No,Inactive,Permitted,Disposal Only,41.70031,-122.59772,Margaret Comotto,No,Inactive,Permitted,Disposal,Solid Waste Facility
47-AA-0003,Black Butte Solid Waste Disposal Site,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,41.35278,-122.345,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
47-AA-0003,Black Butte Solid Waste Disposal Site,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,41.35278,-122.345,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
47-AA-0003,Black Butte Solid Waste Disposal Site,Solid Waste Landfill,Sludge (BioSolids),No,Closed,Permitted,Disposal Only,41.35278,-122.345,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
47-AA-0003,Black Butte Solid Waste Disposal Site,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,41.35278,-122.345,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
55-AA-0002,Tuolumne County Central Sanitary LF,Solid Waste Landfill,Agricultural,No,Closed,Permitted,Disposal Only,37.94773,-120.40665,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
55-AA-0002,Tuolumne County Central Sanitary LF,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,37.94773,-120.40665,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
55-AA-0002,Tuolumne County Central Sanitary LF,Solid Waste Landfill,Green Materials,No,Closed,Permitted,Disposal Only,37.94773,-120.40665,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
55-AA-0002,Tuolumne County Central Sanitary LF,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,37.94773,-120.40665,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
55-AA-0002,Tuolumne County Central Sanitary LF,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,37.94773,-120.40665,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0074,Mitsubishi Cement Plant Cushenbury L.F.,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,34.34986,-116.84639,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0902,San Onofre Landfill,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,33.39667,-117.54028,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0902,San Onofre Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,33.39667,-117.54028,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0902,San Onofre Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,33.39667,-117.54028,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0902,San Onofre Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Disposal Only,33.39667,-117.54028,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0903,Las Pulgas Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,33.36444,-117.41921,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0903,Las Pulgas Landfill,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,33.36444,-117.41921,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0903,Las Pulgas Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,33.36444,-117.41921,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0903,Las Pulgas Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Disposal Only,33.36444,-117.41921,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
39-AA-0001,Austin Road /Forward Landfill,Solid Waste Landfill,Construction/demolition,Yes,Absorbed,Surrendered,Disposal Only,37.88194,-121.19278,Christine Karl,Yes,Absorbed,Surrendered,Disposal,Solid Waste Facility
39-AA-0001,Austin Road /Forward Landfill,Solid Waste Landfill,Industrial,Yes,Absorbed,Surrendered,Disposal Only,37.88194,-121.19278,Christine Karl,Yes,Absorbed,Surrendered,Disposal,Solid Waste Facility
39-AA-0001,Austin Road /Forward Landfill,Solid Waste Landfill,Mixed municipal,Yes,Absorbed,Surrendered,Disposal Only,37.88194,-121.19278,Christine Karl,Yes,Absorbed,Surrendered,Disposal,Solid Waste Facility
