SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
19-AA-0389,Redondo Beach Transfer Station,Active,Non-Disposal Only,Notification,33.85606,-118.3756,No,City Of Redondo Beach                   ,8/16/1994,Desi Alvarez,Desi,Alvarez,City Engineer Of Public Works,,(310) 318-0613,415 Diamond St,Redondo Beach,CA,90277,Los Angeles
19-AA-5199,Redondo Beach Municipal Dump,Closed,Disposal Only,TBD (Pending Investigation) ,33.86111,-118.37778,No,City Of Redondo Beach                   ,6/27/1996,Desi Alvarez,Desi,Alvarez,City Engineer Of Public Works,,(310) 318-0613,415 Diamond St,Redondo Beach,CA,90277,Los Angeles
19-AA-0404,Culver City Transfer/Recycling Station,Active,Non-Disposal Only,Permitted,34.01803,-118.3875,No,City Of Culver City - San. Div. Of P.W.D,8/16/1994,Joan Satt,Joan,Satt,Sanitation Manager,,(310) 253-6405,9770 Culver Blvd,Culver City,CA,90232-2703,Los Angeles
28-AA-0019,Lake Berryessa Estates Disposal Site,Clean Closed,Disposal Only,Unpermitted,38.61667,-122.41667,Yes,Anagam LLC (Owner Of Bldg F),8/16/1994, ,,,"C/O Dynacraft Industries, Inc.",,,2550 Kerner Blvd,San Rafael,CA,94901,Napa
30-CR-0155,Standard Oil Company Of California #1   ,Clean Closed,Disposal Only,Pre-regulation,33.66667,-117.98333,Yes,Chevron USA-Western Reg'n(Huntington Bch,8/16/1994,Ron Brankov,Ron,Brankov,Foreman,,(714) 969-3600,20031 Golden West Street,Huntington Beach,CA,92648,Orange
37-AA-0034,Wilshire Rd. Illegal Dump,Closed,Disposal Only,Unpermitted,33.25833,-117.27833,Yes,"Bree, James                             ",8/16/1994,James Bree,James,Bree,,,,PO Box 279,San Luis Rey,CA,92068,San Diego
56-CR-0056,Arnold Road Dump,Closed,Disposal Only,Pre-regulation,34.1215,-119.1578,No,County Of Ventura                       ,3/1/1996,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0005,Grade Road,Closed,Disposal Only,Pre-regulation,34.7,-119.31667,Yes,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0048,Oxnard Dump/Mandalay Bay,Closed,Disposal Only,Pre-regulation,34.17935,-119.23005,No,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0033,Thousand Oaks County 1962,Closed,Disposal Only,Pre-regulation,34.17047,-118.84713,No,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0047,Somis Dump,Closed,Disposal Only,Pre-regulation,34.26945,-118.99597,No,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-AA-0001,Camarillo Anti-Litter Station           ,Closed,Non-Disposal Only,Surrendered,34.21667,-119.03333,Yes,County Of Ventura                       ,2/14/1995,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0011,Ojai County 1964,Closed,Disposal Only,Pre-regulation,34.42614,-119.30076,No,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-CR-0038,Otto Hopkins,Closed,Disposal Only,Pre-regulation,34.38595,-119.39192,No,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-AA-0002,Ojai Refuse Transfer Station,Closed,Non-Disposal Only,Surrendered,34.45,-119.23333,Yes,County Of Ventura                       ,8/16/1994,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
56-AA-0003,Piru Refuse Transfer Station            ,Closed,Non-Disposal Only,Surrendered,34.41667,-118.8,Yes,County Of Ventura                       ,2/14/1995,Kay Martin,Kay,Martin,Public Works,,(805) 654-2889,800 S Victoria Ave,Ventura,CA,93009,Ventura
36-AA-0323,Amboy Illegal Dump Site                 ,Clean Closed,Disposal Only,Unpermitted,34.16847,-116.85355,Yes,Roy's Cafe                              ,8/16/1994,H.B. Burris,H.B.,Burris,Owner,,(619) 733-4263,National Trails Hwy,Amboy,CA,92304,San Bernardino
19-AA-0896,San Clemente Island Landfill,Closed,Disposal Only,Unpermitted,32.86667,-118.45,No,San Clemente Island Landfill-Navy Reg.Sw,4/11/1996,Laurie Scott,Laurie,Scott,"Environmental Director, Building 3570",,(619) 545-1112,PO Box 357040,San Diego,CA,92135-7040,Los Angeles
16-AA-0009,Hanford Sanitary Landfill,Closed,Disposal Only,Permitted,36.30907,-119.59573,No,County Of Kings Waste Management Authori,8/16/1994,Michael R. Adams,Michael R.,Adams,Executive Director,,(559) 583-8829,7803 Hanford Armona Rd,Hanford,CA,93230,Kings
16-AA-0011,Corcoran Sanitary Landfill,Closed,Disposal Only,Permitted,36.13639,-119.57639,No,County Of Kings Waste Management Authori,8/16/1994,Michael R. Adams,Michael R.,Adams,Executive Director,,(559) 583-8829,7803 Hanford Armona Rd,Hanford,CA,93230,Kings
16-AA-0013,Mustang Hill Landfill,Planned,Disposal Only,Surrendered,35.99482,-119.99583,Yes,County Of Kings Waste Management Authori,8/16/1994,Michael R. Adams,Michael R.,Adams,Executive Director,,(559) 583-8829,7803 Hanford Armona Rd,Hanford,CA,93230,Kings
36-CR-0017,Cuddeback Lake Gunnery Range Disposal Si,Closed,Disposal Only,Unpermitted,35.2884,-117.4364,No,US Dept Of Air Force-George Afb,8/16/1994,Robert Summer,Robert,Summer,Base Environmental Coordinator,,(619) 269-2971,PO Box 2,Victorville,CA,92393,San Bernardino
36-CR-0029,Leach Lake Range Disposal Site,Closed,Disposal Only,Pre-regulation,35.59683,-116.70711,No,US Dept Of Air Force-George Afb,8/16/1994,Robert Summer,Robert,Summer,Base Environmental Coordinator,,(619) 269-2971,PO Box 2,Victorville,CA,92393,San Bernardino
36-AA-0328,USMC-29 Palms Site 14,Closed,Disposal Only,Unpermitted,34.13333,-116.05,Yes,US Marine Corps Air Ground Combat Center,8/16/1994,Edward De Noyelles,Edward,De Noyelles,,,(619) 368-5675,Natural Resources/Environmental Affairs,Twentynine Palms,CA,92278,San Bernardino
19-AA-0851,City Of San Fernando Svts,Planned,Non-Disposal Only,Unpermitted,34.2862,-118.42545,Yes,City Of San Fernando                    ,8/16/1994,Michael Drake,Michael,Drake,Director Of Public Works,,(818) 898-1222,117 N MacNeil St,San Fernando,CA,91340,Los Angeles
19-AA-0067,City Of Inglewood Transfer Station,Active,Non-Disposal Only,Permitted,33.96729,-118.35612,No,City Of Inglewood                       ,8/16/1994,Andy Montoya,Andy,Montoya,Streets/Sanitation Superintendant,,(213) 412-5510,222 W. Beach Avenue,Inglewood,CA,90302,Los Angeles
44-AA-0005,Ben Lomond Transfer Station,Active,Non-Disposal Only,Permitted,37.09539,-122.07827,No,County Of Santa Cruz,8/16/1994,Patrick Mathews,Patrick,Mathews,"Manager, Solid Waste Division",,(831) 454-5156,701 Ocean St Rm 410,Santa Cruz,CA,95060,Santa Cruz
44-AA-0004,Buena Vista Drive Sanitary Landfill,Active,Both Disposal and Non-Disposal,Permitted,36.91738,-121.81142,No,County Of Santa Cruz,8/16/1994,Patrick Mathews,Patrick,Mathews,"Manager, Solid Waste Division",,(831) 454-5156,701 Ocean St Rm 410,Santa Cruz,CA,95060,Santa Cruz
33-AA-0235,Talco Recycling Inc.,Planned,Non-Disposal Only,Proposed,33.86667,-117.56667,Yes,Vice President Sourcing & Marketing     ,8/16/1994,Phil Fusco,Phil,Fusco,Plant Manager,,(909) 736-7040,720 S Temescal St,Corona,CA,92879,Riverside
19-AR-1193,Falcon-City Of La Chemical Fixation,Planned,Non-Disposal Only,Proposed,34.06667,-117.93333,Yes,BFI Waste Systems Of North America,4/23/1996,Dwight Herring,Dwight,Herring,Vice President,,(310) 323-0763,818 W 7th St,Los Angeles,CA,90017,Los Angeles
37-AA-0025,Chancellor & Ogden Industrial Waste TS,Planned,Non-Disposal Only,Unpermitted,32.71667,-117.15,Yes,BFI Waste Systems Of North America,2/14/1995,Dwight Herring,Dwight,Herring,Vice President,,(310) 323-0763,818 W 7th St,Los Angeles,CA,90017,San Diego
19-AA-0842,Elsmere Canyon Landfill,Planned,Disposal Only,Proposed,33.83333,-118.33333,Yes,BFI Waste Systems Of North America,8/16/1994,Dwight Herring,Dwight,Herring,Vice President,,(310) 323-0763,818 W 7th St,Los Angeles,CA,90017,Los Angeles
07-AA-0001,West Contra Costa Landfill,Closed,Disposal Only,Permitted,37.972,-122.37639,No,West Contra Costa Sanitary Landfill Inc,8/16/1994,Richard Granzella,Richard,Granzella,President,,(510) 262-1660,3260 Blume Dr # 115,Richmond,CA,94806,Contra Costa
07-AA-0044,WCCSLF Organic Materials Processing,Active,Non-Disposal Only,Permitted,37.96971,-122.37896,No,West Contra Costa Sanitary Landfill Inc,10/24/1995,Richard Granzella,Richard,Granzella,President,,(510) 262-1660,3260 Blume Dr # 115,Richmond,CA,94806,Contra Costa
55-AA-0010,Cal Sierra Transfer Station,Active,Non-Disposal Only,Permitted,37.97152,-120.31998,No,"Cal Sierra Disposal, Inc.",8/16/1994,Richard Hanson,Richard,Hanson,President,,(209) 532-1413,PO Box 70,Standard,CA,95373,Tuolumne
48-AA-0006,Aqua Clear Farms,Active,Disposal Only,Not Currently Regulated,38.21056,-121.80861,Yes,"Aqua Clear Farms, Inc                   ",8/16/1994,Noel Hatch,Noel,Hatch,Operator,,(714) 970-0844,19901 Yorba Linda Blvd,Yorba Linda,CA,92886,Solano
13-AA-0025,Newmont Gold Company-Mesquite Mine,Closed,Disposal Only,Exempt,32.98643,-115.41818,Yes,Santa Fe Pacific Gold-Mesquite Mine     ,8/16/1994,Chet Littledyke,Chet,Littledyke,Environmental Coordinator,,(760) 352-6541,6502 E Hwy 78,Brawley,CA,92227,Imperial
33-AA-0236,River Ranch Illegal Dump Site,Closed,Non-Disposal Only,Migration NULL,33.96806,-117.53083,Yes,River Ranch                             ,8/16/1994,"Jacob Kimm, Et Al",Jacob,"Kimm, Et Al",Owner,,,34322 Port Lantern,Dana Point,CA,92629,Riverside
19-AR-1183,Mission Road Recycling & Transfer Statio,Active,Non-Disposal Only,Permitted,34.02882,-118.22366,No,Waste Management Inc - Bradley Lf & Miss,8/16/1994,Doug Corcoran,Doug,Corcoran,"Division President, Gen. Mgr.",,(818) 767-6180,9081 Tujunga Ave,Sun Valley,CA,91352,Los Angeles
19-AR-0008,Bradley Landfill West And West Extension,Closed,Disposal Only,Permitted,34.23993,-118.38484,No,Waste Management Inc - Bradley Lf & Miss,8/16/1994,Doug Corcoran,Doug,Corcoran,"Division President, Gen. Mgr.",,(818) 767-6180,9081 Tujunga Ave,Sun Valley,CA,91352,Los Angeles
19-AR-0004,Bradley East Landfill,Absorbed,Disposal Only,Permitted,34.14268,-118.22473,Yes,Waste Management Inc - Bradley Lf & Miss,8/16/1994,Doug Corcoran,Doug,Corcoran,"Division President, Gen. Mgr.",,(818) 767-6180,9081 Tujunga Ave,Sun Valley,CA,91352,Los Angeles
21-AA-0003,San Quentin Disposal Site,Closed,Disposal Only,Surrendered,37.95361,-122.49025,No,"Cal-Pox, Inc.                           ",8/16/1994,Martin Bramante,Martin,Bramante,,,(415) 457-8850,PO Box 2126,San Rafael,CA,94912,Marin
05-CR-0010,Calaveras Cement/Flintkote Co/Genstar   ,Clean Closed,Disposal Only,Surrendered,38.2,-120.68333,Yes,"Cal-Pox, Inc.                           ",8/16/1994,Martin Bramante,Martin,Bramante,,,(415) 457-8850,PO Box 2126,San Rafael,CA,94912,Calaveras
05-CR-0013,Calaveras Cement Camp Nine              ,Closed,Disposal Only,Not Currently Regulated,38.08333,-120.46667,Yes,"Cal-Pox, Inc.                           ",8/16/1994,Martin Bramante,Martin,Bramante,,,(415) 457-8850,PO Box 2126,San Rafael,CA,94912,Calaveras
05-AA-0015,Calaveras Cement/Flintkote Co/Genstar,Clean Closed,Disposal Only,Surrendered,38.17631,-120.65601,Yes,"Cal-Pox, Inc.                           ",8/16/1994,Martin Bramante,Martin,Bramante,,,(415) 457-8850,PO Box 2126,San Rafael,CA,94912,Calaveras
12-AA-0090,Wyckoff Plumbing Septage DS,Closed,Disposal Only,Unpermitted,40.55,-124.1,Yes,Wyckoff Plumbing Co                     ,8/16/1994,Leo Murray,Leo,Murray,Site Operator,,(707) 725-4475,2065 Main St,Fortuna,CA,95540,Humboldt
52-AA-0023,North State Sanitation Service,Active,Disposal Only,Not Currently Regulated,40.18658,-122.24421,Yes,North State Sanitation Service          ,8/16/1994,Richard Nunes,Richard,Nunes,,,(916) 527-1477,PO Box 84,Red Bluff,CA,96080,Tehama
15-CR-0097,Bitterwater Creek Pumping St.Burn Dump,Closed,Disposal Only,Unpermitted,35.55,-120.08333,Yes,Chevron Pipe Line Company               ,7/28/1999,Joe Gonzalez,Joe,Gonzalez,Operator,,(805) 772-2611,4000 Highway One,Morro Bay,CA,93442-2986,Kern
37-AA-0940,"Soil Wash Technologies, Inc.",Closed,Non-Disposal Only,Notification,32.775,-117.155,Yes,"Soil Wash Technologies, Inc.            ",8/17/1999,Neil Kitchen,Neil,Kitchen,Vice Preisdent,,,215 N Marengo Ave Ste 110,Pasadena,CA,91101,San Diego
39-AA-0016,Stockton Recycling & Transfer Station,Closed,Non-Disposal Only,Surrendered,37.94696,-121.29678,Yes,Stockton Recycling Inc                  ,10/29/1999,Jamie Williams,Jamie,Williams,,,(209) 942-2267,1533 Waterloo Rd,Stockton,CA,95205,San Joaquin
39-AA-0018,East Stockton Recycling & Transfer St.,Active,Non-Disposal Only,Permitted,37.96099,-121.25539,No,Stockton Recycling Inc                  ,10/29/1999,Jamie Williams,Jamie,Williams,,,(209) 942-2267,1533 Waterloo Rd,Stockton,CA,95205,San Joaquin
05-AA-0038,Zelmer Illegal Disposal Site,Closed,Disposal Only,Unpermitted,38.24083,-120.62556,Yes,"Zelmer, William J. And Barbara",12/2/1999,William   J. Zelmer,William   J.,Zelmer,Owner,,(209) 286-0320,"Po Box 94 ,   8749 Maranatha Ln.",Mountain Ranch,CA,95246,Calaveras
15-AA-0363,Superior Composting - Bear Mountain #1,Closed,Non-Disposal Only,Notification,35.19415,-119.00298,Yes,"Superior Compost Products, Inc.         ",12/16/1999,James Payne,James,Payne,Owner,,(661) 393-6165,P.O. Box 80956,Bakersfield,CA,93380,Kern
06-AA-0022,Cortina Integrated Waste Management Proj,Planned,Non-Disposal Only,Proposed,39.15,-122.15,Yes,Cortina Indian Rancheria Of Wintun India,12/30/1999,William Allan,William,Allan,Env. Protection Specialist,,,2800 Cottage Way,Sacramento,CA,95825,Colusa
33-AA-0293,Corona Truck Salvage,Closed,Disposal Only,TBD (Pending Investigation) ,33.86667,-117.56667,Yes,Corona Truck Salvage                    ,2/14/2000,Bruce Hohn,Bruce,Hohn,Owner,,,12139 Paramount Blvd,Downey,CA,90242-2356,Riverside
19-AA-0858,Rail Cycle Commerce Materials Recvry Fac,Planned,Non-Disposal Only,Permitted,34,-118.15,Yes,Waste Management Incorporated           ,3/23/2000,Stu Clark,Stu,Clark,Project Director,,(714) 474-2311,18500 Von Karman Ave Ste 900,Irvine,CA,92612,Los Angeles
15-CR-0065,Downs Avenue Dump,Closed,Disposal Only,Unpermitted,35.61667,-117.66667,Yes,"Rudnick, Philip Et Al                   ",4/6/2000,Philip Rudnick,Philip,Rudnick,,,,"1400 Easton Drive, #115",Bakersfield,CA,93309,Kern
12-AA-0005,Cummings Road Landfill,Closed,Disposal Only,Permitted,40.76349,-124.08887,No,Humboldt Waste Management Authority,6/23/2000,Gerald Kindsfather,Gerald,Kindsfather,General Manager,,(707) 268-8690,1059 W Hawthorne St,Eureka,CA,95501-2150,Humboldt
15-AA-0347,EdwardsAFB-S.Base Contaminated Soil Site,Closed,Non-Disposal Only,Notification,34.8955,-117.88367,Yes,"Department Of Defence, USAf-Afftc/Em",8/28/2000,Jim Specht,Jim,Specht,Irp Program Mamager,,(661) 277-1439,5 Popson Ave Bldg 2650A,Edwards Afb,CA,93524-1130,Kern
12-AA-0112,Kernen Construction aka Glendale Yard,Closed,Non-Disposal Only,Surrendered,40.89626,-124.00801,Yes,"Kernen Construction, Scott Farley",7/25/2001, ,,,,,(707) 826-8686,PO Box 1340,Blue Lake,CA,95525,Humboldt
19-AR-1210,Sarian Rubbish Disposal,Closed,Non-Disposal Only,Notification,34.254,-118.40816,Yes,"Sarian, Michael",9/7/2001, ,,,,,(818) 899-1262,PO Box 4483,Chatsworth,CA,91313,Los Angeles
30-CR-0106,Magazine Rd. LF. AKA El Toro MCAS Site 2,Closed,Disposal Only,Pre-regulation,33.66506,-117.70962,No,U S Dept. of Navy (Southwest Div.),1/11/2002, ,,,,,(619) 532-0952,Marc Smits 1220 Pacific Highway,San Diego,CA,92132-5190,Orange
30-CR-0107,Original Landfill (El Toro MCAS Site 3),Closed,Disposal Only,Pre-regulation,33.67669,-117.71578,No,U S Dept. of Navy (Southwest Div.),1/11/2002, ,,,,,(619) 532-0952,Marc Smits 1220 Pacific Highway,San Diego,CA,92132-5190,Orange
30-CR-0114,Communications Stn LF (El Toro MCAS #17),Closed,Disposal Only,Pre-regulation,33.67415,-117.70767,No,U S Dept. of Navy (Southwest Div.),1/11/2002, ,,,,,(619) 532-0952,Marc Smits 1220 Pacific Highway,San Diego,CA,92132-5190,Orange
19-AA-1050,Gallos Nursery Composting Operation,Closed,Non-Disposal Only,Notification,34.03891,-118.02944,Yes,"Gallo, Gustavo - Gallos Nursery",1/30/2002, ,,,,,(626) 279-2540,P.O. Box 3367,South El Monte,CA,91733,Los Angeles
12-AA-0113,Eel River Transportation & Salvage,Active,Non-Disposal Only,Notification,40.58444,-124.15417,No,"Hardin, Harry A.",2/13/2002, ,,,,,(707) 725-5156,P.O. Box 266,Fortuna,CA,95540,Humboldt
12-AA-0122,Eel River Transportation and Salvage CDI,Active,Non-Disposal Only,Permitted,40.5856,-124.1574,No,"Hardin, Harry A.",5/28/2008, ,,,,,(707) 725-5156,P.O. Box 266,Fortuna,CA,95540,Humboldt
42-CR-0072,Santa Maria Airport East Dump,Closed,Disposal Only,Unpermitted,34.88513,-120.45588,No,County of Santa Barbara Public Works Dep,8/12/2005, ,,,"Deputy Dir, Resource & Waste Mgt Divisio",,(805) 882-3600,"130 East Victoria Street, Suite 100",Santa Barbara,CA,93101,Santa Barbara
36-CR-0084,Mojave National Preserve IDS (2136),Clean Closed,Disposal Only,Unpermitted,35.17639,-115.50916,Yes,U S Dept. of Interior (NPS),7/23/2002, ,,,,,(760) 255-8899,"National Park Service 222 East Main Street, Suite 202",Barstow,CA,92311,San Bernardino
19-AA-1056,Olive and Center Yard  (LVTO),Active,Non-Disposal Only,Notification,34.09922,-117.97877,No,City of Baldwin Park,3/21/2003, ,,,,,(626) 960-3939,Wendy harris 13135 East garvey Avenue,Baldwin Park,CA,91706,Los Angeles
24-AA-0008,Calaveras Materials Inc.Western Stone DS,Closed,Disposal Only,Pre-regulation,37.46996,-120.50282,No,"Calaveras Materials, Inc",6/16/2003, ,,,,,(095) 630-6370,12523 N State Highway 59,Merced,CA,95348,Merced
15-CR-0102,Schweitzer Construction Disposal Site,Closed,Disposal Only,Unpermitted,35.2736,-119.0638,Yes,Schweitzer Construction,7/30/2003, ,,,,,(661) 392-9277,4556 Saco Rd,Bakersfield,CA,93308,Kern
15-AA-0377,"Los Angeles Waste Industries, Inc.",Clean Closed,Disposal Only,TBD (Pending Investigation) ,35.73204,-119.3795,Yes,"Los Angeles Waste Industries, Inc.",7/31/2003, ,,,,,(818) 244-8955,Laszlo G. Lences P.O. Box 41-2515,Los Angeles,CA,90041,Kern
15-AA-0301,Sharky Klian  Corcoran Road Site,Closed,Non-Disposal Only,Unpermitted,35.66808,-119.57876,Yes,"Los Angeles Waste Industries, Inc.",7/31/2003, ,,,,,(818) 244-8955,Laszlo G. Lences P.O. Box 41-2515,Los Angeles,CA,90041,Kern
43-AN-0024,"California Waste Solutions, Inc. (CWS)",Active,Non-Disposal Only,Permitted,37.36349,-121.87946,No,"California Waste Solutions, Inc. (CWS)",9/19/2003, ,,,,,(408) 292-0830,1005 Timothy Dr,San Jose,CA,95133,Santa Clara
27-AA-0102,Central Coast Compost LLC,Clean Closed,Non-Disposal Only,Surrendered,36.52892,-121.41627,No,Central Coast Composting LLC,10/7/2003, ,,,,,(831) 809-6900,"Thomas A. Ford, Manager 391 Hames Road",Watsonville,CA,95076,Monterey
30-AB-0391,Brea Green Recycling,Closed,Non-Disposal Only,Suspended,33.93385,-117.84841,Yes,Brea Green  Recycling,1/14/2004, ,,,,,(714) 529-0100,PO Box 8635,Brea,CA,92822,Orange
37-CR-0115,Brown`s Fill Disposal Site,Closed,Disposal Only,Unpermitted,32.58789,-117.07217,No,County of San Diego Parks and Recreation,1/15/2004,Josh Bugiel,Josh,Bugiel,,,(858) 966-1363,"Josh Bugiel, District Parks Manager 5500 Overland Ave, Suite 410",San Diego,CA,92123,San Diego
42-AA-0068,"Atlas Waste Management, Inc.",Closed,Non-Disposal Only,Notification,34.94811,-120.4559,Yes,API Waste Services,3/15/2004, ,,,,,(805) 896-3194,PO Box 5754,Santa Maria,CA,93456,Santa Barbara
34-AA-0233,Howe Operations,Active,Non-Disposal Only,Notification,38.52584,-121.33704,Yes,Howe Operations,7/2/2015, ,,,,,(916) 601-5302,Gary Howe 8505  Hayden Way,Fair Oaks,CA,95628,Sacramento
34-AA-0217,Howe Operations,Closed,Non-Disposal Only,Unpermitted,38.56377,-121.25464,Yes,Howe Operations,3/25/2004, ,,,,,(916) 601-5302,Gary Howe 8505  Hayden Way,Fair Oaks,CA,95628,Sacramento
