SWIS Number ,Site Name,Activity,Activity Is Archived,OperationalStatus,RegulatoryStatus,Category,Activity Classification,WDRNo,WDR Landfill Class,Cease Operation,Cease Operation Type,Inspection Frequency,Throughput,ThroughputUnits,RemainingCapacity,Remaining Capacity Date,Capacity,CapacityUnits,Total Acreage,DisposalAcreage,Permitted Elevation,Permitted Elevation Type,Permitted Depth,Permitted Depth Type,Point of Contact,Site Operational Status,Site Regulatory Status,Site Is Archived,IsClosedIllegalAbandoned,IsSiteInertDebrisEngineeredFill,IsFinancialAssurancesResponsible,Absorbed On,Absorbed By,ClosedIllegalAbandonedCategory,EPA Federal Registry ID,Latitude,Longitude,Site ZIP Code,County,ARB District,SWRCB Region,Local Government,Street Address,City,State,ZIP Code,Reporting Agency Legal Name,Reporting Agency Department,Enforcing Agency Legal Name,Enforcing Agency Department
19-AK-0083,Southeast Resource Recovery Facility,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,2240,Tons per day,,,2240,Tons per day,15,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,33.75831,-118.23899,90802,Los Angeles,South Coast,Los Angeles,Long Beach,118 Pier S. Avenue,Long Beach,CA,90802,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AK-5010,"Weissker, Herman Inc.",Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,,88,,,17,BGL,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,33.81222,-118.17523,90807,Los Angeles,South Coast,Los Angeles,Long Beach,"Orange St. & Spring St., Long Beach",Long Beach,CA,90807,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AQ-0010,Gardena Valley 1 & 2,Solid Waste Disposal Site          ,No,Closed,To Be Determined,Disposal,Solid Waste Disposal Site,,,10/1/1959,Estimated,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,A2,,33.83333,-118.28333,90745,Los Angeles,South Coast,Los Angeles,Carson,"20740 S. Figueroa, 225-305w Torrance bl",Carson,CA,90745,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AQ-0012,Cal Compact LF/Metro 2000,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,A1,,33.84413,-118.27322,90745,Los Angeles,South Coast,Los Angeles,Carson,"20400 S Main St, Carson, CA",Carson,CA,90745,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AQ-0019,"La Co Sanitation Dist 1, LF #1 & #3",Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,33.8571,-118.2804,99999,Los Angeles,South Coast,Los Angeles,Carson,18900 S. Moneta Ave,Carson,CA,99999,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AR-0007,Hewitt Pit Landfill,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/31/1976,Estimated,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,34.21111,-118.38333,91605,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),7361 Laurel Cyn. Road,North Hollywood (In Los Angeles),CA,91605,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-0009,Tuxford Pit Disposal Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,,,34.21667,-118.37778,91352,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),11590  Tuxford street,Sun Valley (In Los Angeles),CA,91352,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-1183,Mission Road Recycling & Transfer Statio,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,1785,Tons per day,,,500000,Tons per year,3.5,,,,,,Benjamin Escotto,Active,Permitted,No,No,No,No,,,,,34.02882,-118.22366,90023,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),840 South Mission Road,Los Angeles (City),CA,90023,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-1185,"Angelus Western Paper Fibers, Inc.",Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,650,Tons per day,,,700,Tons per day,1,,0,,,,Benjamin Escotto,Active,Permitted,No,No,No,No,,,,,34.02662,-118.22784,90021,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),2474 Porter Street,Los Angeles (City),CA,90021,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-1199,Branford LF,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,34.23333,-118.41111,91352,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),12456 Branford Street,Sun Valley (In Los Angeles),CA,91352,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-5042,Glenoaks Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C2,,34.26111,-118.38333,91331,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),10403 Glenoaks Blvd.,Pacoima (In Los Angeles),CA,91331,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AR-5102,Wards Dump,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,33.86166,-118.28982,91387,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),186th Street And Vermont,Gardena (in City of Los Angeles),CA,91387,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-DE-0001,Innovative Waste Control,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,1250,Tons per day,,,1250,Tons per day,2.2,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,34.004,-118.19,90023,Los Angeles,South Coast,Los Angeles,Vernon,4133 Bandini Boulevard,Vernon,CA,90023,City of Vernon                          ,Health Department,City of Vernon                          ,Health Department
19-DE-0010,Vernon City Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/30/1940,Estimated,None,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,D,,34.00944,-118.20694,90023,Los Angeles,South Coast,Los Angeles,Vernon,3501-3691 Bandini Blvd,Vernon,CA,90023,City of Vernon                          ,Health Department,City of Vernon                          ,Health Department
20-AA-0001,North Fork Transfer Station,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,60,Tons per day,,,60,Tons per day,10,,,,,,Margaret Comotto,Active,Permitted,No,No,No,No,,,,,37.237,-119.50348,93643,Madera,San Joaquin Valley Unified,Central Valley,Madera County (Unincorporated),33699 Road 274 / Malum Ridge Road,North Fork,CA,93643,County of Madera,"Community and  Economic Development,  Environmental Health Division",County of Madera,"Community and  Economic Development,  Environmental Health Division"
20-CR-0011,Devil's Postpile                        ,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,1/1/1974,Estimated,None,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Unpermitted,No,Yes,No,No,,,C3,,37.63833,-119.07667,93604,Madera,San Joaquin Valley Unified,Central Valley,Madera County (Unincorporated),Rd 203 5.8 Mi W Of Mammoth Resort,Bass Lake,CA,93604,County of Madera,"Community and  Economic Development,  Environmental Health Division",County of Madera,"Community and  Economic Development,  Environmental Health Division"
21-AA-0004,Ghilotti Brothers Disposal Site,Inert Waste Disposal Site,No,Closed,Surrendered,Disposal,Solid Waste Facility,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Surrendered,No,Yes,No,No,,,D,,37.94852,-122.48844,94901,Marin,Bay Area,San Francisco Bay,San Rafael,"200, 111 morphew  street",San Rafael,CA,94901,County of Marin,Environmental Health Services,County of Marin,Environmental Health Services
21-AA-0007,Smith Ranch Road Landfill (Closed),Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,38.01843,-122.53223,94903,Marin,Bay Area,San Francisco Bay,San Rafael,280 Smith Ranch Road,San Rafael,CA,94903,County of Marin,Environmental Health Services,County of Marin,Environmental Health Services
21-CR-0017,Francisco Landfill,Inert Debris Engineered Fill Operation,No,Closed,Notification,Disposal,Solid Waste Operation,,,,,None,,,,,,,0,0,,,,,Kelsey Orr,Closed,Notification,No,Yes,Yes,No,,,D,,37.95087,-122.491,94901,Marin,Bay Area,San Francisco Bay,San Rafael,2500 Kerner Blvd./Pelican Way NE Corner,San Rafael,CA,94901,County of Marin,Environmental Health Services,County of Marin,Environmental Health Services
21-CR-0020,Central Marin                           ,Solid Waste Disposal Site          ,No,Closed,To Be Determined,Disposal,Solid Waste Disposal Site,,,,,None,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,C1,,37.94,-122.51167,94925,Marin,Bay Area,San Francisco Bay,Corte Madera,Corte Madera,Corte Madera,CA,94925,County of Marin,Environmental Health Services,County of Marin,Environmental Health Services
22-AA-0004,Hornitos Solid Waste Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards,,,60,Cubic Yards,6,,0,,,,Kelsey Orr,Active,Notification,No,No,No,No,,,,,37.50516,-120.23384,95325,Mariposa,Mariposa,Central Valley,Mariposa County (Unincorporated),Cemetary Road,Hornitos,CA,95325,County of Mariposa,"Health Department,  Environmental Health Division",County of Mariposa,"Health Department,  Environmental Health Division"
22-AA-0010,Fish Camp Disposal Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C3,,37.49133,-119.6245,93623,Mariposa,Mariposa,Central Valley,Mariposa County (Unincorporated),2 Mi N Fish Camp,Fish Camp,CA,93623,County of Mariposa,"Health Department,  Environmental Health Division",County of Mariposa,"Health Department,  Environmental Health Division"
23-AA-0008,Laytonville Refuse Disposal Site,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,III,9/28/1993,Actual,Quarterly,4,Tons per day,41860,6/19/1992,130000,Cubic Yards,34,0,0,,0,,Bill Hereth,Closed,Permitted,No,Yes,No,Yes,,,C1,,39.67108,-123.50748,95454,Mendocino,Mendocino,North Coast,Mendocino County (Unincorporated),Branscomb Rd Behind County Yard,Laytonville,CA,95454,County of Mendocino,"Public Health Department,  Division of Environmental Health",County of Mendocino,"Public Health Department,  Division of Environmental Health"
23-AA-0018,South Coast Solid Waste Site,Solid Waste Landfill,No,Inactive,Permitted,Disposal,Solid Waste Facility,,III,11/11/2001,Actual,Monthly,,Tons per day,207500,12/3/1991,,Cubic Yards,47,10,480,MSL,,,Christine Karl,Inactive,Permitted,No,No,No,Yes,,,,,38.83045,-123.5432,95445,Mendocino,Mendocino,North Coast,Mendocino County (Unincorporated),Fish Rock Road,Gualala,CA,95445,County of Mendocino,"Public Health Department,  Division of Environmental Health",County of Mendocino,"Public Health Department,  Division of Environmental Health"
23-CR-0002,Boonville Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,39.00898,-123.38288,95482,Mendocino,Mendocino,North Coast,Mendocino County (Unincorporated),Just E Of Current Ts: South Side Of Moun,Boonville,CA,95482,County of Mendocino,"Public Health Department,  Division of Environmental Health",County of Mendocino,"Public Health Department,  Division of Environmental Health"
23-CR-0011,Gualala Redwoods Dumpsite,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C1,,38.78279,-123.51348,95445,Mendocino,Mendocino,North Coast,Mendocino County (Unincorporated),"Near 39550 Old Stage Road, Gualala",Gualala,CA,95445,County of Mendocino,"Public Health Department,  Division of Environmental Health",County of Mendocino,"Public Health Department,  Division of Environmental Health"
23-CR-0013,Laytonville Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C1,,39.6796,-123.5056,95454,Mendocino,Mendocino,North Coast,Mendocino County (Unincorporated),1850 North Road,Laytonville,CA,95454,County of Mendocino,"Public Health Department,  Division of Environmental Health",County of Mendocino,"Public Health Department,  Division of Environmental Health"
24-AA-0002,Billy Wright Disposal Site,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/31/2054,Estimated,Monthly,1500,Tons per day,11370000,9/30/2010,14800000,Cubic Yards,172,101.8,270,MSL,,,Harprit Mattu,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,37.03866,-120.97099,93522,Merced,San Joaquin Valley Unified,Central Valley,Los Banos,17173 Billy Wright Road,Los Banos,CA,93522,County of Merced,"Department of Public Health,  Division of Environmental Health",County of Merced,"Department of Public Health,  Division of Environmental Health"
24-AA-0007,City of  Los Banos Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C1,1.10014E+11,37.08887,-120.82949,93635,Merced,San Joaquin Valley Unified,Central Valley,Los Banos,"894 Del Rio Dr. Los Banos, CA 93635",Los Banos,CA,93635,County of Merced,"Department of Public Health,  Division of Environmental Health",County of Merced,"Department of Public Health,  Division of Environmental Health"
24-CR-0004,Snelling Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,10/1/1973,Estimated,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C1,,37.52035,-120.41356,95369,Merced,San Joaquin Valley Unified,Central Valley,Merced County (Unincorporated),3325 Merced Falls Rd,Snelling,CA,95369,County of Merced,"Department of Public Health,  Division of Environmental Health",County of Merced,"Department of Public Health,  Division of Environmental Health"
24-CR-0006,East Avenue Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1973,Estimated,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C3,,37.49335,-120.6623,95303,Merced,San Joaquin Valley Unified,Central Valley,Merced County (Unincorporated),9500 West East Avenue,Ballico,CA,95303,County of Merced,"Department of Public Health,  Division of Environmental Health",County of Merced,"Department of Public Health,  Division of Environmental Health"
24-CR-0013,Los Banos County Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/1/1973,Actual,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C1,,37.1015,-120.8374,93635,Merced,San Joaquin Valley Unified,Central Valley,Los Banos,19208 Henry Miller Rd.,Los Banos,CA,93635,County of Merced,"Department of Public Health,  Division of Environmental Health",County of Merced,"Department of Public Health,  Division of Environmental Health"
25-AA-0022,Lookout Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,6,Tons per day,,,63,Cubic Yards,13,,,,,,Kate Whitney,Active,Notification,No,No,No,No,,,,,41.21862,-121.17195,96054,Modoc,Modoc,Central Valley,Modoc County (Unincorporated),"County Rd #93b, 1 Mi Nw Of Lookout",Lookout,CA,96054,County of Modoc,Environmental Health Department,County of Modoc,Environmental Health Department
25-AA-0024,Fort Bidwell TS,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,,,,,,,,,,,,,Kate Whitney,Active,Notification,No,No,No,No,,,,,41.8725,-120.15083,96112,Modoc,Modoc,Lahontan,Modoc County (Unincorporated),North Of Fort Bidwell Landfill,Fort Bidwell,CA,96112,County of Modoc,Environmental Health Department,County of Modoc,Environmental Health Department
25-CR-0003,Canby Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1979,Estimated,Annual,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C2,,41.22833,-120.45,96101,Modoc,Modoc,Central Valley,Modoc County (Unincorporated),County Rd. #82; 1 Mi N. Of Canby.,Canby,CA,96101,County of Modoc,Environmental Health Department,County of Modoc,Environmental Health Department
25-CR-0005,Davis Creek Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1976,Estimated,Annual,,,,,,,,,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C2,,41.71667,-120.37333,96130,Modoc,Modoc,Central Valley,Modoc County (Unincorporated),Co. Rd.133b;1 Mi S.Davis Creek On Hwy395,Davis Creek,CA,96130,County of Modoc,Environmental Health Department,County of Modoc,Environmental Health Department
26-CR-0005,Mono County Coleville Landfill,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,7/1/1974,Estimated,Annual,0,,0,,0,,0,0,0,,0,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C3,,38.56667,-119.5,96107,Mono,Great Basin Unified,Lahontan,Mono County (Unincorporated),"Eastside Lane And Topaz Lane, Topaz, Ca",Coleville,CA,96107,County of Mono,"County Health Department,  Environmental Health",County of Mono,"County Health Department,  Environmental Health"
26-CR-0007,Convict-Whitmore Tubs Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,7/1/1973,Estimated,Annual,0,,0,,0,,0,0,0,,0,BGL,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C3,,37.62894,-118.81438,99999,Mono,Great Basin Unified,Lahontan,Mono County (Unincorporated),"Benton Crossing Road, Long Valley",Whitmore Hot Springs,CA,99999,County of Mono,"County Health Department,  Environmental Health",County of Mono,"County Health Department,  Environmental Health"
